%Data provided to Dr. Brett Hamlin from Dr. Karen Roemer
%This data was collected in 2010 for human subjects involved
%in a rowing study. This data was collected and stored in compliancy
%with Michigan Tech’s human subjects in research policies.

% time (sec) Force (N)
0.00000		-402.11730
0.00100		-401.91478
0.00200		-401.70527
0.00300		-401.48869
0.00400		-401.26492
0.00500		-401.03390
0.00600		-400.79550
0.00700		-400.54963
0.00800		-400.29619
0.00900		-400.03508
0.01000		-399.76622
0.01100		-399.48955
0.01200		-399.20497
0.01300		-398.91238
0.01400		-398.61168
0.01500		-398.30279
0.01600		-397.98563
0.01700		-397.66012
0.01800		-397.32618
0.01900		-396.98373
0.02000		-396.63272
0.02100		-396.27306
0.02200		-395.90467
0.02300		-395.52746
0.02400		-395.14133
0.02500		-394.74623
0.02600		-394.34207
0.02700		-393.92879
0.02800		-393.50631
0.02900		-393.07454
0.03000		-392.63346
0.03100		-392.18300
0.03200		-391.72311
0.03300		-391.25369
0.03400		-390.77465
0.03500		-390.28593
0.03600		-389.78746
0.03700		-389.27920
0.03800		-388.76109
0.03900		-388.23309
0.04000		-387.69511
0.04100		-387.14710
0.04200		-386.58901
0.04300		-386.02082
0.04400		-385.44247
0.04500		-384.85391
0.04600		-384.25509
0.04700		-383.64596
0.04800		-383.02643
0.04900		-382.39652
0.05000		-381.75620
0.05100		-381.10542
0.05200		-380.44413
0.05300		-379.77229
0.05400		-379.08985
0.05500		-378.39680
0.05600		-377.69316
0.05700		-376.97891
0.05800		-376.25400
0.05900		-375.51837
0.06000		-374.77202
0.06100		-374.01492
0.06200		-373.24703
0.06300		-372.46834
0.06400		-371.67884
0.06500		-370.87850
0.06600		-370.06730
0.06700		-369.24524
0.06800		-368.41232
0.06900		-367.56851
0.07000		-366.71382
0.07100		-365.84823
0.07200		-364.97178
0.07300		-364.08448
0.07400		-363.18633
0.07500		-362.27729
0.07600		-361.35740
0.07700		-360.42670
0.07800		-359.48519
0.07900		-358.53288
0.08000		-357.56975
0.08100		-356.59580
0.08200		-355.61107
0.08300		-354.61559
0.08400		-353.60939
0.08500		-352.59250
0.08600		-351.56494
0.08700		-350.52673
0.08800		-349.47790
0.08900		-348.41849
0.09000		-347.34854
0.09100		-346.26809
0.09200		-345.17715
0.09300		-344.07577
0.09400		-342.96400
0.09500		-341.84189
0.09600		-340.70950
0.09700		-339.56687
0.09800		-338.41403
0.09900		-337.25103
0.10000		-336.07793
0.10100		-334.89482
0.10200		-333.70176
0.10300		-332.49880
0.10400		-331.28602
0.10500		-330.06347
0.10600		-328.83121
0.10700		-327.58932
0.10800		-326.33789
0.10900		-325.07698
0.11000		-323.80667
0.11100		-322.52703
0.11200		-321.23818
0.11300		-319.94019
0.11400		-318.63311
0.11500		-317.31701
0.11600		-315.99194
0.11700		-314.65801
0.11800		-313.31533
0.11900		-311.96400
0.12000		-310.60414
0.12100		-309.23580
0.12200		-307.85912
0.12300		-306.47418
0.12400		-305.08107
