%"Collected By Brett Hamlin Oct 05, 2009, Houghton, MI"			
%Latitude	Longitude	Elivation (m)	Distrnce (m)
47.105262	-88.545774	268.246	3666.529
47.105232	-88.545936	266.035	3679.319
47.105236	-88.545986	266.916	3683.05
47.105274	-88.546063	269.137	3690.105
47.105319	-88.546204	271.256	3702.462
47.105317	-88.546329	270.936	3711.788
47.105326	-88.546493	270.975	3724.71
47.105399	-88.546592	271.816	3735.993
47.105513	-88.546667	274.447	3749.917
47.105566	-88.546729	275.086	3757.623
47.105595	-88.546879	276.226	3769.352
47.105621	-88.547043	276.526	3782.043
47.10566	-88.547188	278.226	3793.838
47.105641	-88.547387	277.845	3808.98
47.105646	-88.547458	277.705	3814.347
47.105641	-88.547632	278.715	3827.599
47.105604	-88.547875	278.795	3846.586
47.105597	-88.54799	282.166	3855.335
47.10558	-88.548118	282.016	3865.037
47.105514	-88.548298	281.066	3880.24
47.105407	-88.548469	281.175	3897.942
47.105385	-88.548523	282.486	3902.639
47.1054	-88.548668	284.306	3913.72
47.105411	-88.548921	288.126	3932.931
47.105401	-88.549108	289.466	3947.418
47.105406	-88.549146	289.186	3950.364
47.105405	-88.54936	286.705	3966.067
47.105427	-88.549527	283.735	3979.158
47.105495	-88.549605	282.614	3988.62
47.105573	-88.549694	285.676	3999.584
47.105632	-88.54976	286.375	4007.747
47.105712	-88.549845	288.555	4018.803
47.105726	-88.549986	288.335	4029.832
47.105716	-88.550128	289.315	4040.558
47.1057	-88.550156	289.715	4043.111
47.105657	-88.550205	291.096	4049.143
47.105592	-88.550402	291.396	4065.575
47.105586	-88.550428	291.595	4067.714
47.105634	-88.550522	293.216	4076.786
47.105666	-88.550505	293.256	4080.263
47.105827	-88.550387	289.775	4100.004
47.105935	-88.550214	287.744	4117.727
47.106009	-88.550088	287.595	4130.414
47.106056	-88.549928	287.364	4143.79
47.106089	-88.549659	285.533	4164.608
47.106091	-88.549465	283.493	4179.312
47.106114	-88.549383	283.043	4185.993
47.10622	-88.549497	288.096	4200.515
47.106343	-88.549587	290.276	4216.012
47.106375	-88.549788	290.475	4231.703
47.106355	-88.549848	289.544	4236.595
47.106302	-88.550006	289.604	4249.882
47.106363	-88.550107	291.054	4261.042
47.106442	-88.550236	290.774	4274.836
47.106444	-88.550276	291.005	4277.849
47.106502	-88.550549	292.905	4299.934
47.106457	-88.550731	292.544	4314.592
47.106407	-88.550915	292.785	4329.698
47.106351	-88.551119	294.926	4346.552
47.106264	-88.551307	298.416	4363.77
47.106258	-88.551347	299.556	4366.835
47.10635	-88.551552	299.526	4385.55
47.106488	-88.551633	301.885	4401.979
47.10651	-88.551653	302.555	4404.844
