%Data provided to Dr. Brett Hamlin from Dr. Karen Roemer
%This data was collected in 2010 for human subjects involved
%in a rowing study. This data was collected and stored in compliancy
%with Michigan Tech’s human subjects in research policies.

%time(sec) x(mm)  y(mm) z(mm)
0.00000		37.24941		1196.95154		836.19586	
0.00500		37.29616		1204.48230		836.22144	
0.01000		37.33667		1212.03052		836.25079	
0.01500		37.37095		1219.59631		836.28381	
0.02000		37.39905		1227.17944		836.32037	
0.02500		37.42107		1234.78003		836.36017	
0.03000		37.43717		1242.39783		836.40277	
0.03500		37.44759		1250.03247		836.44733	
0.04000		37.45269		1257.68384		836.49280	
0.04500		37.45296		1265.35132		836.53790	
0.05000		37.44902		1273.03406		836.58087	
0.05500		37.44164		1280.73120		836.61975	
0.06000		37.43175		1288.44165		836.65222	
0.06500		37.42039		1296.16382		836.67578	
0.07000		37.40874		1303.89612		836.68781	
0.07500		37.39799		1311.63623		836.68561	
0.08000		37.38936		1319.38220		836.66644	
0.08500		37.38400		1327.13147		836.62781	
0.09000		37.38299		1334.88123		836.56763	
0.09500		37.38729		1342.62878		836.48401	
0.10000		37.39774		1350.37134		836.37573	
0.10500		37.41504		1358.10571		836.24200	
0.11000		37.43978		1365.82910		836.08276	
0.11500		37.47243		1373.53845		835.89838	
0.12000		37.51335		1381.23084		835.68976	
0.12500		37.56285		1388.90320		835.45844	
0.13000		37.62116		1396.55310		835.20624	
0.13500		37.68844		1404.17761		834.93524	
0.14000		37.76483		1411.77441		834.64783	
0.14500		37.85039		1419.34119		834.34637	
0.15000		37.94509		1426.87610		834.03332	
0.15500		38.04880		1434.37756		833.71100	
0.16000		38.16130		1441.84412		833.38165	
0.16500		38.28226		1449.27502		833.04724	
0.17000		38.41128		1456.66943		832.70960	
0.17500		38.54785		1464.02722		832.37018	
0.18000		38.69143		1471.34827		832.03009	
0.18500		38.84135		1478.63269		831.69012	
0.19000		38.99694		1485.88098		831.35077	
0.19500		39.15754		1493.09351		831.01221	
0.20000		39.32248		1500.27087		830.67438	
0.20500		39.49113		1507.41370		830.33685	
0.21000		39.66293		1514.52234		829.99921	
0.21500		39.83738		1521.59729		829.66083	
0.22000		40.01406		1528.63879		829.32105	
0.22500		40.19261		1535.64734		828.97931	
0.23000		40.37276		1542.62268		828.63507	
0.23500		40.55426		1549.56506		828.28790	
0.24000		40.73696		1556.47437		827.93750	
0.24500		40.92073		1563.35034		827.58398	
0.25000		41.10548		1570.19287		827.22736	
0.25500		41.29116		1577.00183		826.86804	
0.26000		41.47776		1583.77686		826.50665	
0.26500		41.66526		1590.51782		826.14392	
0.27000		41.85363		1597.22461		825.78094	
0.27500		42.04276		1603.89710		825.41888	
0.28000		42.23250		1610.53552		825.05914	
0.28500		42.42257		1617.14001		824.70337	
0.29000		42.61257		1623.71106		824.35339	
0.29500		42.80198		1630.24915		824.01105	
0.30000		42.99016		1636.75537		823.67847	
0.30500		43.17639		1643.23071		823.35767	
0.31000		43.35991		1649.67615		823.05054	
0.31500		43.53994		1656.09290		822.75891	
0.32000		43.71578		1662.48206		822.48419	
0.32500		43.88679		1668.84485		822.22754	
0.33000		44.05248		1675.18213		821.98956	
0.33500		44.21238		1681.49500		821.77069	
0.34000		44.36608		1687.78394		821.57080	
0.34500		44.51312		1694.05005		821.38965	
0.35000		44.65302		1700.29419		821.22668	
0.35500		44.78520		1706.51721		821.08124	
0.36000		44.90910		1712.71997		820.95245	
0.36500		45.02411		1718.90356		820.83942	
0.37000		45.12968		1725.06897		820.74091	
0.37500		45.22535		1731.21692		820.65552	
0.38000		45.31080		1737.34790		820.58173	
0.38500		45.38587		1743.46252		820.51776	
0.39000		45.45055		1749.56116		820.46173	
0.39500		45.50499		1755.64392		820.41187	
0.40000		45.54940		1761.71106		820.36639	
0.40500		45.58404		1767.76282		820.32367	
0.41000		45.60918		1773.79907		820.28223	
0.41500		45.62506		1779.82007		820.24091	
0.42000		45.63192		1785.82556		820.19861	
0.42500		45.62987		1791.81567		820.15460	
0.43000		45.61897		1797.79016		820.10852	
0.43500		45.59914		1803.74890		820.06006	
0.44000		45.57022		1809.69153		820.00958	
