%"Collected By Brett Hamlin Oct 19, 2009, Calumet, MI"			
%Latitude	Longitude	Elivation (m)	Distrnce (m)
47.239114	-88.469577	384.193	19973.244
47.239126	-88.469314	383.103	19991.59
47.239193	-88.468893	380.363	20024.238
47.239192	-88.468598	378.462	20046.018
47.239175	-88.468453	377.773	20056.676
47.239139	-88.468227	375.473	20073.963
47.239002	-88.467914	373.202	20102.217
47.23895	-88.467733	374.003	20117.201
47.238948	-88.4676	375.864	20127.223
47.238902	-88.467314	375.675	20149.57
47.238875	-88.467122	375.695	20164.387
47.23889	-88.466923	375.385	20179.451
47.238864	-88.466772	374.345	20191.1
47.238778	-88.466498	374.515	20213.762
47.238725	-88.466341	375.916	20227.174
47.238611	-88.466253	377.447	20241.492
47.238561	-88.46608	377.376	20256.344
47.238613	-88.465761	374.887	20281.02
47.23862	-88.465701	374.176	20285.6
47.238606	-88.46535	370.486	20310.299
47.238623	-88.465111	369.757	20328.367
47.238624	-88.465007	369.456	20336.395
47.238638	-88.465003	370.326	20338
47.238688	-88.465036	373.837	20343.748
47.238669	-88.465028	375.237	20345.9
