%"Collected By Brett Hamlin Oct 19, 2009, Calumet, MI"			
%Latitude	Longitude	Elivation (m)	Distrnce (m)
47.243709	-88.513252	343.354	10353.551
47.243803	-88.513421	342.213	10370.055
47.244049	-88.513416	339.792	10398.7
47.244088	-88.513378	339.602	10403.911
47.244303	-88.513359	335.371	10430.674
47.244316	-88.513498	333.791	10441.493
47.244296	-88.513817	331.691	10466.451
47.244376	-88.513951	330.531	10479.744
47.244639	-88.514118	328.681	10512.757
47.244766	-88.513984	328.492	10530.33
47.244813	-88.513855	328.112	10541.41
47.244909	-88.513615	328.183	10562.585
47.245054	-88.51344	328.733	10583.537
47.245224	-88.513396	329.033	10602.97
47.245323	-88.513275	329.443	10617.415
47.245383	-88.513192	329.403	10626.596
47.24553	-88.513033	330.272	10647.114
47.245545	-88.512985	329.982	10651.12
47.24556	-88.512964	329.162	10653.685
47.245574	-88.512915	329.032	10657.822
47.245572	-88.512854	329.222	10662.505
47.245569	-88.512671	329.232	10676.257
47.245516	-88.512301	327.861	10704.973
47.245475	-88.512196	328.833	10713.921
47.24544	-88.51211	331.895	10719.863
47.245338	-88.512014	335.286	10732.607
47.245256	-88.51195	337.356	10743.011
47.245198	-88.511892	338.896	10750.665
47.245085	-88.511769	342.886	10766.206
47.244926	-88.511628	346.016	10786.638
47.244829	-88.511553	349.986	10799.019
47.244766	-88.511565	349.516	10805.147
47.244734	-88.51159	348.706	10808.656
47.244601	-88.511615	347.587	10823.447
47.244524	-88.511615	345.685	10831.894
47.244401	-88.511532	342.514	10846.222
47.244351	-88.511417	343.024	10855.962
47.24425	-88.511221	345.685	10874.143
47.244204	-88.511012	349.976	10890.016
47.244196	-88.510973	350.566	10892.915
47.244209	-88.510676	351.635	10914.062
47.2442     -88.510482	351.435	10928.96
47.244181	-88.510233	352.335	10947.758
47.244142	-88.509936	351.585	10970.668
47.244063	-88.509675	349.345	10992.129
47.243999	-88.509529	348.386	11005.226
47.243987	-88.509279	345.765	11023.829
47.243935	-88.509143	345.764	11035.619
47.243846	-88.508903	342.325	11055.527
47.243803	-88.508729	342.145	11069.523
47.243751	-88.508637	341.565	11078.538
47.243656	-88.508307	340.975	11105.988
47.243594	-88.508062	344.356	11125.562
47.24356	-88.507822	344.615	11143.981
47.243539	-88.507488	344.195	11168.764
47.243587	-88.507292	343.904	11184.202
47.243619	-88.506997	341.324	11206.88
47.243622	-88.506945	340.524	11210.716
47.243727	-88.50664	335.753	11236.072
47.243748	-88.50642	335.585	11253.157
47.243794	-88.506218	336.004	11269.804
47.243825	-88.506156	335.644	11275.641
47.243799	-88.505973	334.345	11289.974
47.24371	-88.505803	334.795	11306.321
47.243581	-88.505692	336.475	11322.956
47.243525	-88.505457	339.606	11341.742
47.243418	-88.505289	341.606	11359.221
47.243381	-88.505246	342.536	11364.516
47.243317	-88.505069	343.097	11379.827
47.243205	-88.504896	346.057	11397.803
47.243156	-88.504816	348.557	11405.953
47.243067	-88.504576	350.698	11426.672
47.24297	-88.504408	353.007	11443.496
47.242911	-88.50423	350.886	11458.391
47.242808	-88.503963	353.577	11481.545
47.242687	-88.503777	350.176	11500.618
47.2426     -88.503636	351.437	11515.101
47.242569	-88.503593	352.348	11519.719
47.242483	-88.503485	355.318	11532.393
47.242398	-88.503376	357.417	11544.972
47.242354	-88.50332	357.467	11551.229
47.242318	-88.503288	357.767	11555.65
47.24228	-88.503263	357.708	11559.892
47.24225	-88.503241	358.297	11562.643
47.242178	-88.503325	357.416	11570.071
47.242178	-88.503393	356.336	11574.884
47.242179	-88.503464	354.915	11579.432
47.242278	-88.5036	352.384	11594.308
47.242329	-88.503839	351.064	11613.348
47.242305	-88.504083	353.286	11632.227
47.242294	-88.504119	353.347	11634.83
47.242139	-88.504203	350.926	11652.84
47.242026	-88.504243	350.926	11665.783
47.241953	-88.504353	351.115	11676.937
47.24202	-88.504581	351.234	11695.403
47.242106	-88.504808	351.105	11715.157
47.242193	-88.504849	350.965	11725.025
47.242306	-88.504934	351.645	11740.127
47.242455	-88.505266	356.606	11770.116
47.242482	-88.505301	356.245	11774.195
47.242595	-88.505412	355.125	11789.3
47.242715	-88.505562	352.854	11806.779
47.242817	-88.505744	351.253	11824.596
47.242873	-88.506077	349.713	11850.701
47.242988	-88.506385	346.263	11877.352
47.243064	-88.506607	345.913	11896.162
47.243121	-88.506858	345.704	11916.206
47.243146	-88.506989	345.304	11926.472
47.243188	-88.507313	344.664	11951.552
47.243194	-88.507527	344.864	11967.895
47.243227	-88.507809	346.015	11989.766
47.243248	-88.507879	345.415	11995.495
47.243318	-88.508179	345.594	12019.546
47.243373	-88.508342	344.173	12033.239
47.243489	-88.508602	342.303	12057.466
47.243621	-88.508798	340.603	12078.447
47.243627	-88.509008	341.074	12095.029
47.243625	-88.509065	340.954	12099.152
47.243615	-88.509356	341.895	12121.338
47.243494	-88.509568	342.795	12142.246
47.243396	-88.509803	345.525	12163.335
47.243384	-88.509861	345.375	12167.922
47.243299	-88.510093	346.335	12187.935
47.243368	-88.51034	346.675	12207.514
47.243421	-88.51049	345.994	12220.263
47.243464	-88.510702	346.574	12237.03
47.24344	-88.511029	344.624	12261.903
47.243429	-88.511077	345.274	12265.577
47.243367	-88.511081	344.824	12272.188
47.243254	-88.510903	347.766	12290.161
47.243208	-88.510723	348.286	12304.453
47.24317	-88.510546	346.966	12318.443
47.243169	-88.510489	338.782	12323.027
47.243123	-88.510437	334.743	12327.272
47.243123	-88.510421	334.602	12328.476
47.243148	-88.510319	337.353	12336.578
47.24315	-88.510287	337.623	12339.024
47.24316	-88.510046	340.934	12357.21
47.243134	-88.509913	343.205	12367.865
47.24303	-88.509778	342.803	12383.018
47.242914	-88.509668	342.774	12398.385
47.242856	-88.50946	341.434	12414.853
47.24272	-88.5093	341.404	12434.023
47.242601	-88.509235	344.036	12448.077
47.242456	-88.509166	345.285	12464.44
47.242376	-88.509187	342.533	12473.03
47.24222	-88.50909	342.394	12492.758
47.242089	-88.50895	344.204	12510.679
47.242068	-88.50893	344.505	12513.482
47.242024	-88.508768	348.407	12526.232
47.241992	-88.508607	351.867	12538.845
47.241971	-88.508556	352.606	12543.316
47.241799	-88.50836	353.195	12567.712
47.241773	-88.50823	352.435	12577.271
47.241794	-88.508138	351.684	12584.189
47.241841	-88.507879	353.567	12604.5
47.24188	-88.507639	353.735	12623.241
47.242036	-88.507479	350.513	12644.396
47.242185	-88.507261	350.054	12667.806
47.242341	-88.507315	347.774	12687.277
47.242401	-88.507581	346.103	12708.815
47.242399	-88.507656	345.673	12714.455
47.242371	-88.508085	343.383	12747.208
47.242393	-88.508383	342.573	12769.917
47.242399	-88.508536	341.322	12781.508
47.242488	-88.508897	339.402	12811.235
47.242687	-88.508932	340.043	12834.229
47.242808	-88.508853	341.334	12848.211
47.242835	-88.508756	342.444	12855.939
47.24283	-88.508416	345.406	12881.601
47.24281	-88.508196	347.126	12898.587
47.242863	-88.508002	347.776	12914.415
47.24284	-88.507738	351.296	12934.644
47.242897	-88.507501	353.016	12953.819
47.242831	-88.507274	353.685	12972.868
47.242756	-88.507059	353.215	12991.397
47.242608	-88.506846	349.893	13015.4
47.242545	-88.506802	349.643	13022.825
47.242339	-88.506591	349.975	13051.535
47.242324	-88.506533	349.845	13056.274
47.2422		-88.506179	350.085	13086.574
47.242168	-88.506145	349.705	13090.916
47.242053	-88.506223	350.595	13105.644
47.242047	-88.506418	351.996	13120.376
47.242044	-88.506464	351.765	13123.827
47.241995	-88.50661	349.864	13136.542
47.241853	-88.50665	349.254	13153.397
47.241781	-88.506535	349.845	13165.4
47.241751	-88.506303	351.426	13183.143
47.241754	-88.506104	352.196	13198.28
47.241852	-88.505855	352.185	13219.996
47.241883	-88.50561	352.285	13239.476
47.241809	-88.505463	352.215	13253.355
47.241575	-88.505075	354.547	13292.736
47.241546	-88.504788	354.495	13314.863
47.241543	-88.50461	356.026	13328.359
47.241465	-88.504423	359.208	13345.073
47.241417	-88.504249	361.217	13359.422
47.241403	-88.504037	360.327	13374.657
47.241436	-88.503792	360.137	13393.333
47.241438	-88.503613	359.866	13406.846
47.241484	-88.503317	357.826	13429.503
47.241547	-88.503068	355.335	13449.486
47.241561	-88.502997	354.354	13455.06
47.241587	-88.502743	352.434	13474.375
47.241716	-88.502471	350.384	13499.977
47.241816	-88.502423	350.635	13511.523
47.241982	-88.502354	351.965	13531.008
47.242048	-88.502227	353.476	13543.458
47.24205	-88.501996	357.177	13560.879
47.242067	-88.501853	357.086	13571.833
47.242098	-88.501479	356.886	13600.335
47.242058	-88.501418	356.135	13606.167
47.242025	-88.501338	357.066	13613.31
47.242011	-88.501031	359.116	13636.698
47.241999	-88.500775	357.766	13656.516
47.241951	-88.500653	356.997	13667.083
47.241915	-88.500612	354.096	13671.897
47.24187	-88.500471	357.987	13680.27
47.241844	-88.500459	358.337	13683.321
47.241736	-88.500504	360.528	13695.912
47.241684	-88.500533	362.569	13701.877
47.241638	-88.50057	362.638	13707.58
47.241585	-88.500683	362.087	13717.674
47.241589	-88.50086	360.576	13731.394
47.241661	-88.500998	360.966	13744.458
47.241715	-88.501294	360.566	13767.911
47.241668	-88.501528	360.166	13786.159
47.24163	-88.501668	358.755	13797.557
47.241523	-88.501744	354.734	13811.446
47.241424	-88.501688	352.835	13823.257
47.241404	-88.501663	352.935	13826.093
47.241297	-88.50145	354.887	13845.938
47.2412     -88.501087	356.587	13875.22
47.241119	-88.500812	357.097	13898.023
47.24107	-88.500689	357.607	13908.691
47.241149	-88.500435	356.466	13930.838
47.241135	-88.500257	355.456	13944.4
47.241011	-88.500082	355.437	13963.475
47.240908	-88.499902	355.967	13981.35
47.240725	-88.499804	356.307	14003.71
47.240427	-88.499874	357.126	14037.236
47.240316	-88.499867	357.196	14049.638
47.240238	-88.499696	357.727	14065.529
47.240153	-88.499369	357.886	14091.976
47.240108	-88.49917	358.026	14107.843
47.240085	-88.498987	357.286	14121.854
47.239989	-88.49886	359.858	14135.996
47.239926	-88.498894	361.268	14143.17
47.239799	-88.498964	365.42	14158.274
47.23964	-88.498939	367.589	14175.721
47.239523	-88.498914	368.899	14188.932
47.239491	-88.498921	368.518	14192.423
47.239389	-88.498952	369.378	14203.951
47.239271	-88.499072	371.099	14219.257
47.239113	-88.499256	366.737	14240.341
47.239086	-88.499307	366.437	14245.073
47.238924	-88.499429	366.808	14265.639
47.238837	-88.499535	369.368	14278.229
47.238813	-88.499564	369.828	14281.711
47.238728	-88.499551	370.908	14291.632
47.238646	-88.49945	373.25	14303.473
47.238631	-88.499432	373.44	14305.537
47.238485	-88.499303	376.57	14324.458
47.238356	-88.499237	379.149	14340.056
47.238293	-88.499254	381.6	14346.984
47.23822	-88.499251	383.71	14354.998
47.238098	-88.499167	384.889	14369.329
47.238033	-88.499056	384.919	14378.717
47.238004	-88.498927	385.558	14388.401
47.237983	-88.498805	385.898	14397.736
47.237844	-88.4986	385.478	14419.643
47.237763	-88.498441	384.247	14434.764
47.23767	-88.498257	381.246	14451.824
47.237645	-88.498098	378.776	14463.931
47.237667	-88.497926	377.086	14476.279
47.237752	-88.497637	375.856	14499.645
47.237806	-88.497485	376.487	14512.638
47.237784	-88.497338	376.026	14523.917
47.237754	-88.497255	373.496	14531.121
47.237743	-88.497173	375.478	14537.459
47.237754	-88.496972	374.756	14552.489
47.237734	-88.49675	375.137	14568.739
47.237751	-88.49638	376.527	14595.605
47.23772	-88.496181	378.279	14611.171
47.237629	-88.495944	377.868	14631.957
47.237592	-88.495759	376.347	14646.139
47.237506	-88.495494	377.107	14668.006
47.237479	-88.495362	376.876	14678.384
47.237449	-88.495212	378.597	14692.184
47.237434	-88.4952	379.368	14694.092
47.237305	-88.495156	380.629	14708.956
47.237197	-88.495119	380.007	14720.958
47.237092	-88.495117	378.496	14732.504
47.236998	-88.495022	375.946	14744.339
47.236976	-88.494939	376.177	14750.461
47.236938	-88.494678	375.347	14769.577
47.236962	-88.494499	375.378	14783.028
47.236959	-88.494394	375.498	14791.078
47.236839	-88.494196	376.487	14810.751
47.236775	-88.494126	377.367	14819.281
47.236684	-88.494111	375.757	14828.586
47.236667	-88.494113	375.478	14830.344
47.236576	-88.494066	375.459	14840.314
47.236552	-88.49402	375.639	14843.42
47.236587	-88.493821	373.898	14857.396
47.236603	-88.493772	373.678	14861.328
47.23662	-88.493592	373.459	14875.261
47.236629	-88.493433	374.089	14887.381
47.236622	-88.493359	375.75	14892.586
47.236633	-88.493289	376.289	14897.591
47.236678	-88.493197	378.22	14904.569
47.236754	-88.493056	379.96	14917.977
47.236874	-88.492906	382.239	14935.392
47.236916	-88.492856	382.909	14941.328
47.236933	-88.492697	386.421	14953.665
47.236878	-88.492477	387.261	14971.418
47.236869	-88.492428	387.971	14975.111
47.236861	-88.492345	388.561	14981.408
47.236864	-88.492281	389.112	14986.01
47.236765	-88.492076	388.64	15003.965
47.236606	-88.491907	388.409	15025.712
47.23654	-88.491725	388.509	15041.188
47.23649	-88.491473	385.707	15060.686
47.236479	-88.491433	385.288	15063.975
47.236403	-88.491199	383.298	15083.372
47.236302	-88.491028	382.438	15100.443
47.236219	-88.490817	381.999	15118.853
47.236226	-88.490552	378.957	15138.439
47.236232	-88.490484	378.537	15143.348
47.236293	-88.490476	380.188	15150.425
47.236368	-88.490443	381.118	15159.232
47.23643	-88.490293	380.748	15172.354
47.236447	-88.490188	381.799	15180.393
47.236408	-88.490087	383.879	15189.008
47.236329	-88.490042	384.31	15198.144
47.236147	-88.490067	385.839	15218.292
47.236002	-88.490189	385.358	15236.658
47.235948	-88.490356	382.677	15250.139
47.235937	-88.490386	381.947	15252.529
47.235844	-88.490534	377.366	15267.534
47.235751	-88.490611	376.847	15279.295
47.235703	-88.490789	375.917	15293.163
47.235715	-88.490846	375.707	15297.568
47.235761	-88.490997	375.557	15309.862
47.235835	-88.491134	377.378	15322.824
47.235852	-88.49118	375.508	15325.931
47.235747	-88.49121	374.858	15336.982
47.235626	-88.491227	377.369	15350.111
47.235604	-88.491244	377.009	15352.796
47.23553	-88.491323	376.908	15361.904
47.235454	-88.491457	378.719	15372.56
47.235373	-88.491515	378.279	15383.515
47.235247	-88.491479	379.13	15396.371
47.235206	-88.491359	378.92	15404.882
47.235199	-88.491227	377.779	15414.274
47.235207	-88.491156	378.009	15419.524
47.23524	-88.491034	380.591	15428.418
47.235307	-88.490952	380.949	15438.203
47.235437	-88.490912	380.909	15452.908
47.235474	-88.490878	380.499	15457.854
47.235528	-88.490712	381.369	15471.692
47.235535	-88.490625	381.429	15478.235
47.235536	-88.490401	380.869	15495.157
47.235487	-88.490224	380.178	15509.464
47.235381	-88.490218	382.529	15520.822
47.235355	-88.490201	382.339	15523.899
47.235276	-88.490152	385.03	15533.411
47.2352     -88.490156	385.16	15540.409
47.235083	-88.490218	383.249	15553.182
47.235014	-88.490394	383.108	15566.668
47.234994	-88.490473	383.098	15572.567
47.234857	-88.490548	382.788	15589.039
47.234779	-88.490507	383.329	15591.595
47.234731	-88.490443	385.31	15598.562
47.234543	-88.490307	385.409	15621.737
47.234494	-88.490292	384.939	15627.176
47.234427	-88.49026	378.867	15632.626
47.234399	-88.490243	377.368	15634.911
47.234276	-88.490205	377.978	15648.807
47.234231	-88.490182	377.508	15653.329
47.234141	-88.490333	378.838	15667.014
47.234105	-88.490452	379.649	15676.143
47.234086	-88.490711	385.37	15694.148
47.234161	-88.490909	388.04	15711.2
47.234128	-88.491124	388.44	15726.568
47.234148	-88.491298	384.027	15739.619
47.234077	-88.49143	381.138	15752.427
47.23404	-88.491442	379.497	15755.337
47.233887	-88.491425	378.688	15771.415
47.233838	-88.491399	378.658	15777.014
47.233701	-88.491478	374.626	15791.893
47.233545	-88.491453	373.166	15809.123
47.233377	-88.491305	370.606	15831.661
47.233417	-88.491199	370.827	15840.646
47.233473	-88.49108	373.748	15851.696
47.233428	-88.490966	375.439	15861.828
47.233413	-88.490827	376.799	15872.601
47.233413	-88.490726	376.979	15879.74
47.23333	-88.490558	378.669	15895.222
47.233249	-88.49048	379.469	15905.968
47.233167	-88.490305	380.649	15921.984
47.233077	-88.490202	380.818	15934.565
47.232969	-88.490199	381.208	15946.733
47.232894	-88.490134	381.989	15956.287
47.232806	-88.490108	383.34	15966.209
47.232695	-88.489974	383.19	15982.586
47.232637	-88.489823	382.509	15994.883
47.232652	-88.4897	380.948	16003.889
47.232698	-88.489535	379.638	16016.69
47.232769	-88.489497	381.159	16024.894
47.232811	-88.489423	380.919	16032.204
47.23288	-88.489275	380.179	16045.564
47.23299	-88.489229	382.639	16058.23
47.233027	-88.489301	388.401	16065.06
47.233099	-88.489475	391.75	16080.443
47.233161	-88.489633	394.06	16093.952
47.233179	-88.489654	393.47	16096.441
47.233218	-88.489831	392.209	16110.665
47.233223	-88.489877	393.039	16114.049
47.233392	-88.490046	389.408	16136.534
47.233576	-88.490041	383.817	16156.816
47.233733	-88.489953	378.856	16175.458
47.233867	-88.489848	380.328	16192.854
47.233974	-88.48982	382.499	16204.914
47.234101	-88.489779	385.22	16219.487
47.234179	-88.489761	385.92	16228.286
47.234273	-88.489848	390.471	16240.878
47.234395	-88.489883	391.021	16254.786
47.234533	-88.489872	389.45	16269.86
47.234674	-88.489795	389.98	16286.551
47.234771	-88.489785	391.501	16297.327
47.234907	-88.489748	391.79	16312.948
47.235017	-88.489603	392.09	16329.942
47.235054	-88.489487	390.599	16339.673
47.235141	-88.489438	391.28	16349.927
47.235193	-88.489487	395.311	16356.735
47.235256	-88.48969	392.539	16373.754
47.235297	-88.489776	390.138	16381.893
47.235416	-88.489813	387.788	16395.516
47.235548	-88.489871	385.238	16411.191
47.235612	-88.489827	383.607	16419.127
47.235656	-88.489648	383.348	16435.922
47.23568	-88.489511	385.809	16446.172
47.235745	-88.48942	384.529	16455.723
47.235766	-88.48946	387.82	16459.891
47.235802	-88.489504	391.431	16465.064
47.235933	-88.489613	394.521	16481.793
47.236095	-88.489693	397.121	16501.076
47.23621	-88.489689	395.32	16513.873
47.236291	-88.489607	392.85	16523.93
47.23629	-88.48945	392.31	16535.873
47.236233	-88.489238	388.949	16553.238
47.23626	-88.489108	386.568	16563.49
47.236323	-88.488935	383.568	16578.254
47.236297	-88.488768	384.279	16591.332
47.236267	-88.48872	384.529	16596.227
47.236196	-88.488725	384.369	16603.613
47.236168	-88.488702	384.62	16606.967
47.236035	-88.488539	383.029	16626.262
47.235881	-88.488545	383.409	16643.727
47.235785	-88.488602	385.79	16653.701
47.235691	-88.488635	387.411	16664.537
47.235527	-88.488616	390.321	16683.014
47.235298	-88.488659	392.241	16708.783
47.235246	-88.488651	392.071	16714.445
47.235093	-88.488735	392.551	16732.33
47.234963	-88.488787	390.109	16747.281
47.234929	-88.488782	389.7	16751.041
47.234842	-88.488762	390.46	16760.658
47.234643	-88.488748	390.05	16782.842
47.234555	-88.48865	388.539	16793.701
47.234495	-88.488468	386.399	16808.293
47.234391	-88.488211	381.257	16829.691
47.234375	-88.488138	379.956	16835.389
47.234501	-88.488208	379.798	16850.057
47.234536	-88.48823	380.029	16854.254
47.234702	-88.488224	380.239	16872.711
47.23474	-88.488228	380.139	16877.014
47.234973	-88.488241	381.37	16902.92
47.235146	-88.4882	383.18	16922.588
47.235272	-88.488105	385.461	16938.408
47.235304	-88.488076	385.681	16942.555
47.235499	-88.488011	390.272	16964.66
47.235663	-88.487888	390.961	16985.02
47.235727	-88.487749	390.671	16998.09
47.235781	-88.487539	391.98	17015.109
47.235833	-88.487299	392.29	17034.123
47.23588	-88.487198	392.84	17043.41
47.235893	-88.487136	394.57	17048.244
47.235803	-88.487132	394.58	17058.209
47.23574	-88.48722	394	17067.689
47.235666	-88.487211	390.208	17077.344
47.235651	-88.487174	389.328	17080.561
47.235712	-88.486955	385.939	17098.572
47.235748	-88.486783	385.109	17112.238
47.235814	-88.486562	384.159	17130.24
47.235894	-88.486397	384.02	17145.369
47.235914	-88.48636	385.14	17148.891
47.235962	-88.486337	393.863	17154.074
47.235934	-88.486411	406.286	17160.463
47.23586	-88.486475	419.076	17169.377
47.235859	-88.486577	426.406	17177.291
47.235908	-88.486528	433.106	17183.771
47.235918	-88.486495	434.256	17186.41
47.236039	-88.486279	436.674	17207.105
47.236284	-88.486126	411.218	17231.549
47.236461	-88.485971	403.768	17254.414
47.236533	-88.485886	404.179	17264.109
47.236619	-88.485963	409.281	17275.363
47.236729	-88.486018	408.961	17288.469
47.236902	-88.485968	403.379	17307.344
47.237027	-88.485837	399.518	17324.205
47.23706	-88.485796	399.549	17328.943
47.237066	-88.48563	401.18	17339.992
47.237131	-88.485143	400.99	17373.998
47.237154	-88.484991	398.579	17385.695
47.237138	-88.484828	395.038	17398.268
47.237014	-88.48478	392.268	17411.01
47.236851	-88.484866	394.52	17418.705
47.236782	-88.484873	395.791	17418.705
47.236601	-88.485048	404.373	17440.68
47.236527	-88.485181	407.374	17452.9
47.236449	-88.485331	409.543	17466.678
47.236324	-88.485573	410.073	17485.941
47.23619	-88.485757	410.863	17499.656
47.236115	-88.485954	406.281	17516.434
47.236084	-88.485989	403.53	17520.779
47.235979	-88.485896	398.09	17532.297
47.235968	-88.485859	396.679	17534.891
47.235952	-88.485711	393.389	17545.371
47.23598	-88.48546	390.21	17563.703
47.236062	-88.485092	385.458	17592.863
47.236123	-88.484971	383.979	17603.82
47.236244	-88.484795	380.248	17622.686
47.236339	-88.484585	380.219	17641.295
47.236372	-88.484509	382.33	17647.461
47.236499	-88.484444	388.683	17661.885
47.236691	-88.484291	386.401	17686.09
47.236832	-88.484206	382.72	17703.164
47.236951	-88.484208	380.84	17716.303
47.237074	-88.484174	380.11	17730.262
47.237157	-88.484116	383.561	17740.529
47.237211	-88.48408	388.713	17746.236
47.237185	-88.484182	398.505	17755.088
47.237196	-88.484199	399.104	17756.574
47.237311	-88.484193	396.502	17767.227
47.237399	-88.484297	394.651	17779.246
47.237465	-88.484363	395.362	17787.627
47.237497	-88.484355	394.331	17790.113
47.237542	-88.484247	393.731	17799.215
47.237624	-88.48414	395.902	17811.381
47.237625	-88.484011	396.852	17820.682
47.237637	-88.483841	397.432	17833.529
47.237632	-88.483778	397.561	17838.422
47.237481	-88.483737	399.282	17855.551
47.237287	-88.48367	398.121	17877.115
47.23719	-88.483705	397.331	17887.66
47.237065	-88.483527	392.84	17907.076
47.237038	-88.483385	391.44	17917.576
47.237023	-88.483343	391.2	17920.479
47.237092	-88.483183	387.78	17934.682
47.237151	-88.483045	387.55	17947.004
47.237207	-88.482965	387.43	17955.492
47.237305	-88.48288	388.961	17967.803
47.23748	-88.482676	389.071	17992.604
47.237573	-88.482531	394.062	18007.721
47.237672	-88.482398	394.892	18022.561
47.237738	-88.482332	396.212	18031.258
47.237855	-88.48225	396.332	18045.955
47.23788	-88.482218	396.002	18049.541
47.23796	-88.482026	394.871	18067
47.237982	-88.481743	393.232	18088.373
47.237988	-88.481704	393.111	18091.373
47.237998	-88.481606	391.981	18097.25
47.237952	-88.48161	393.383	18099.822
47.237738	-88.481654	395.516	18121.387
47.23762	-88.481748	393.133	18136.502
47.237502	-88.481864	392.272	18152.424
47.2374     -88.482055	392.022	18170.727
47.237263	-88.482336	392.422	18194.369
47.237224	-88.482402	393.852	18200.398
47.237028	-88.482495	396.343	18223.121
47.236853	-88.482447	389.64	18244.785
47.236847	-88.482367	384.919	18250.869
47.236871	-88.482246	382.309	18260.588
47.236975	-88.482084	378.969	18277.693
47.237076	-88.481974	378.15	18291.744
47.237207	-88.481921	377.54	18306.537
47.237298	-88.481871	378.401	18317.307
47.237315	-88.481834	378.382	18320.611
47.237422	-88.481583	378.982	18343.076
47.237476	-88.481378	379.711	18359.824
47.237524	-88.481271	379.622	18369.549
47.237622	-88.481133	382.172	18384.443
47.237762	-88.481014	381.041	18402.451
47.238      -88.480907	379.631	18430.197
47.238127	-88.480784	379.111	18447.107
47.238189	-88.480697	379.891	18456.633
47.238317	-88.480515	380.751	18476.486
47.238426	-88.480402	380.182	18491.408
47.238593	-88.480188	382.313	18516.098
47.238617	-88.480124	383.233	18521.527
47.238705	-88.479846	385.403	18544.131
47.238796	-88.479613	392.074	18563.258
47.238813	-88.479595	393.615	18565.463
47.238838	-88.47943	399.096	18577.746
47.238851	-88.479072	396.653	18602.494
47.23896	-88.478698	390.811	18632.404
47.238993	-88.478345	386.641	18657.867
47.238966	-88.478126	382.019	18674.398
47.238905	-88.477708	377.031	18706.709
47.238833	-88.477458	376.281	18727.283
47.238803	-88.477259	376.333	18742.752
47.238742	-88.477185	376.253	18751.643
47.238693	-88.477123	377.354	18758.613
47.238631	-88.476973	382.106	18770.369
47.238621	-88.476812	383.025	18781.428
47.238612	-88.47678	383.215	18784.049
47.238555	-88.476614	383.004	18797.393
47.238482	-88.476436	384.684	18812.697
47.23841	-88.476314	384.504	18823.592
47.238321	-88.476056	385.354	18841.061
47.238321	-88.475839	385.815	18855.92
47.238336	-88.475632	386.936	18870.889
47.238352	-88.475409	390.266	18886.645
47.238351	-88.475363	390.715	18889.637
47.238431	-88.475156	390.235	18906.152
47.238513	-88.474953	387.994	18923.676
47.238559	-88.474679	388.714	18945.045
47.238601	-88.474403	388.544	18965.818
47.238603	-88.474194	387.534	18981.068
47.238629	-88.473937	386.374	19000.215
47.238624	-88.473718	385.994	19015.502
47.238544	-88.473551	387.865	19030.234
47.238432	-88.473352	387.604	19049.584
47.238339	-88.4731	387.414	19070.93
47.238333	-88.472833	386.454	19091.51
47.238347	-88.47265	386.834	19105.416
47.238332	-88.47256	388.785	19112.148
47.238288	-88.47244	389.976	19121.76
47.238174	-88.472241	391.486	19133.84
47.238133	-88.472155	392.836	19134.65
47.238151	-88.472009	394.647	19145.73
47.238188	-88.471859	393.896	19157.768
47.238191	-88.471638	391.225	19173.816
47.238205	-88.471438	391.825	19186.697
47.238243	-88.471264	391.715	19198.094
47.23827	-88.471145	390.115	19206.92
47.238256	-88.471008	388.985	19214.51
47.238253	-88.470974	389.365	19215.6
47.238278	-88.470998	396.118	19219.457
47.238266	-88.471026	401.92	19221.697
47.238222	-88.471244	410.26	19238.852
47.238327	-88.471244	406.988	19249.475
47.238475	-88.471051	402.807	19270.535
47.238532	-88.470878	401.797	19285.104
47.238547	-88.470784	400.547	19292.381
47.238548	-88.470574	397.716	19308.24
47.238501	-88.47045	395.715	19320.588
47.238409	-88.470353	393.714	19333.748
47.238337	-88.470057	385.871	19354.91
47.238334	-88.46999	384.081	19359.861
47.238299	-88.469671	377.942	19383.812
47.238306	-88.469485	377.443	19396.752
47.238304	-88.469378	379.115	19404.184
47.238223	-88.469236	381.186	19418.525
47.238097	-88.46893	383.597	19445.271
47.238072	-88.468802	384.667	19455.148
47.238066	-88.468546	388.229	19474.404
47.238051	-88.468509	388.258	19477.637
47.238015	-88.468421	387.578	19485.27
47.238036	-88.468152	386.296	19505.613
47.238167	-88.467754	384.695	19538.947
47.238185	-88.4677	384.635	19543.463
47.238286	-88.467359	383.405	19571.703
47.238306	-88.466998	383.526	19599.252
47.238305	-88.466906	383.336	19606.09
47.238332	-88.466916	386.537	19612.588
47.238325	-88.466953	388.078	19615.209
47.238399	-88.467365	392.678	19647.689
47.238405	-88.467648	395.659	19668.959
47.238406	-88.467891	408.284	19686.785
47.238455	-88.468188	410.23	19710.252
47.238561	-88.468531	404.948	19738.285
47.238603	-88.468678	403.447	19750.396
47.238729	-88.469129	394.854	19787.275
47.238726	-88.469406	396.556	19808.131
47.238719	-88.469676	395.306	19828.752
47.238705	-88.469883	391.595	19844.197
47.238684	-88.470166	392.456	19864.916
47.238696	-88.470371	395.957	19880.143
47.238827	-88.470438	396.197	19896.779
47.238941	-88.470336	394.236	19911.301
47.239051	-88.470129	391.926	19931.043
47.239102	-88.46982	387.003	19955.381
47.239104	-88.469741	385.723	19961.016
