%"Collected By Brett Hamlin Spt 23, 2009, Houghton, MI"			
%Latitude	Longitude	Elivation (m)	Distrnce (m)
47.107076	-88.53824	246.715	8023.605
47.107051	-88.537967	246.235	8045.673
47.107035	-88.537873	248.158	8052.708
47.10701	-88.537828	248.638	8057.413
47.107001	-88.537889	250.08	8062.272
47.106942	-88.537944	251.041	8069.36
47.10672	-88.537995	255.367	8092.39
47.106494	-88.537782	260.174	8119.629
47.106326	-88.537622	263.539	8141.793
47.106125	-88.537416	261.616	8169.005
47.106099	-88.53739	261.135	8172.464
47.105962	-88.53729	255.848	8189.431
47.105748	-88.53717	252.964	8214.953
47.105642	-88.537108	248.638	8227.765
47.105572	-88.536858	241.909	8248.475
47.105555	-88.536853	239.986	8250.367
47.105404	-88.53695	229.892	8270.298
47.105466	-88.53724	222.202	8292.235
47.105399	-88.537388	221.241	8302.386
47.105366	-88.53748	224.605	8308.588
47.105342	-88.537671	225.086	8323.548
47.10537	-88.537882	223.163	8339.761
47.105331	-88.538042	225.086	8351.381
47.105288	-88.538173	230.373	8359.035
47.105345	-88.53832	231.334	8371.787
47.105381	-88.538531	229.412	8389.451
47.10537	-88.538698	232.776	8402.023
47.105433	-88.538741	232.296	8409.76
47.105522	-88.538914	233.257	8426.65
47.10558	-88.53911	231.334	8442.978
47.105596	-88.539347	229.412	8461.169
47.105595	-88.539519	228.45	8474.129
47.105642	-88.539709	225.567	8489.661
47.105578	-88.539682	225.567	8489.933
47.105504	-88.53964	226.528	8498.589
47.105359	-88.53948	233.257	8517.32
47.105259	-88.53933	239.025	8533.371
47.105131	-88.539206	244.793	8550.158
47.105085	-88.539199	246.715	8555.233
47.105029	-88.539353	249.119	8567.175
47.105035	-88.539496	252.483	8577.52
47.105054	-88.539686	251.522	8592.042
47.105055	-88.539846	252.003	8604.171
47.105127	-88.540051	249.119	8621.776
47.10516	-88.540224	247.196	8635.347
47.105152	-88.54041	245.273	8649.433
47.105161	-88.54064	240.467	8666.855
47.105181	-88.540848	239.986	8682.805
47.105205	-88.541028	240.948	8697.018
47.10523	-88.541188	242.39	8709.676
47.105212	-88.541305	244.312	8718.918
47.105169	-88.541406	248.638	8726.54
47.105284	-88.541588	247.196	8745.533
47.105349	-88.541676	250.08	8755.295
47.105424	-88.541842	248.158	8770.467
47.105499	-88.542009	246.235	8785.637
47.105577	-88.54218	245.754	8801.306
47.105607	-88.542345	247.196	8814.38
47.105616	-88.542505	248.638	8826.511
47.105632	-88.542707	248.638	8841.412
47.105591	-88.542903	250.08	8856.421
47.105598	-88.543065	251.041	8868.437
47.105619	-88.543268	251.522	8884.198
47.105583	-88.543369	256.809	8891.25
47.105607	-88.543563	255.848	8906.306
47.105611	-88.543705	257.29	8917.17
47.105581	-88.543837	255.848	8927.524
47.105519	-88.543887	256.809	8932.969
47.105396	-88.543997	261.616	8948.805
47.105316	-88.544163	262.577	8964.361
47.105275	-88.544338	260.655	8978.462
47.105268	-88.544468	262.097	8988.674
47.105266	-88.544665	262.097	9003.561
47.1053	-88.544863	261.135	9019.165
47.105317	-88.545041	263.058	9032.786
47.105362	-88.545254	260.655	9049.672
47.105384	-88.545435	259.213	9064.022
47.105331	-88.545523	262.097	9071.457
47.105307	-88.545541	264.5	9073.2
47.105324	-88.545772	262.097	9091.129
47.105305	-88.545929	262.097	9103.147
47.105287	-88.546071	263.058	9114.312
47.1053	-88.546108	263.539	9117.313
47.105349	-88.546226	265.942	9128.27
47.105358	-88.546396	267.865	9141.297
47.105361	-88.546555	269.307	9153.522
47.105455	-88.546639	268.345	9165.958
47.105501	-88.546654	268.345	9171
47.105607	-88.546744	266.903	9184.67
47.105644	-88.546922	267.384	9199.27
47.105664	-88.547088	267.384	9212.067
47.105687	-88.547221	268.826	9222.639
47.105696	-88.547417	271.229	9237.613
47.105686	-88.547577	272.19	9249.723
47.105681	-88.547753	275.074	9263.146
47.10564	-88.547919	277.478	9276.485
47.1056	-88.548069	279.881	9288.336
47.10559	-88.548277	277.958	9304.591
47.105562	-88.548457	275.555	9318.575
47.10542	-88.548663	270.748	9341.655
47.105401	-88.548773	268.826	9350.235
47.105462	-88.549011	269.307	9369.454
47.105492	-88.54922	269.307	9385.561
47.105489	-88.549372	271.229	9396.767
47.105501	-88.549552	273.152	9410.564
47.105478	-88.549627	275.074	9415.943
47.105558	-88.549734	276.516	9428.011
47.105648	-88.549824	276.997	9440.172
47.105735	-88.54991	278.92	9451.9
47.105749	-88.549931	279.4	9454.133
47.105752	-88.550145	285.649	9470.634
47.105753	-88.550221	285.649	9476.607
47.105655	-88.550408	288.533	9494.573
47.105635	-88.550432	289.494	9497.393
47.105625	-88.550482	290.456	9501.232
47.105705	-88.550485	292.378	9514.27
47.105807	-88.550384	294.301	9528.054
47.105851	-88.550296	296.704	9536.318
