%"Collected By Brett Hamlin Nov 09, 2009, Hancock, MI"			
%Latitude	Longitude	Elivation (m)	Distrnce (m)
47.156535	-88.599941	304.446	11419.181
47.156535	-88.60033	303.627	11449.021
47.156495	-88.600488	303.256	11461.734
47.156448	-88.600636	302.837	11474.127
47.156463	-88.601014	302.837	11503.629
47.15665	-88.601414	302.667	11540.491
47.156879	-88.601962	303.368	11589.301
47.156867	-88.602256	303.017	11612.483
47.156833	-88.602313	303.098	11618.182
47.156723	-88.602463	303.377	11634.848
47.156655	-88.602721	303.868	11656.496
47.156698	-88.60292	304.217	11672.397
47.15697	-88.603588	303.526	11731.365
47.157236	-88.604158	303.156	11783.802
47.157559	-88.604673	302.676	11836.929
47.157752	-88.604925	302.086	11865.582
47.157842	-88.604999	301.986	11877.127
47.158023	-88.605251	301.926	11905.22
47.158047	-88.605314	301.736	11910.703
47.158244	-88.606004	300.876	11967.382
47.158429	-88.606617	300.066	12018.243
47.158609	-88.607234	299.125	12069.161
47.158859	-88.607858	297.885	12124.062
47.159066	-88.608471	297.523	12175.965
47.159248	-88.608948	296.705	12217.388
