%Data provided to Dr. Brett Hamlin from Dr. Karen Roemer
%This data was collected in 2010 for human subjects involved
%in a rowing study. This data was collected and stored in compliancy
%with Michigan Tech’s human subjects in research policies.

%time(sec) x(mm)  y(mm) z(mm)
0.00000		52.68753		904.08191		873.05780	
0.00500		52.66819		909.15472		872.29346	
0.01000		52.65022		914.32031		871.50818	
0.01500		52.63359		919.57867		870.70190	
0.02000		52.61832		924.92963		869.87482	
0.02500		52.60444		930.37299		869.02679	
0.03000		52.59197		935.90832		868.15808	
0.03500		52.58096		941.53509		867.26862	
0.04000		52.57151		947.25244		866.35846	
0.04500		52.56375		953.05902		865.42761	
0.05000		52.55783		958.95343		864.47614	
0.05500		52.55397		964.93372		863.50391	
0.06000		52.55235		970.99786		862.51086	
0.06500		52.55317		977.14343		861.49689	
0.07000		52.55663		983.36798		860.46204	
0.07500		52.56290		989.66895		859.40625	
0.08000		52.57208		996.04382		858.32977	
0.08500		52.58427		1002.49011		857.23315	
0.09000		52.59949		1009.00549		856.11688	
0.09500		52.61769		1015.58795		854.98212	
0.10000		52.63881		1022.23541		853.82996	
0.10500		52.66275		1028.94641		852.66211	
0.11000		52.68935		1035.71924		851.48041	
0.11500		52.71845		1042.55298		850.28705	
0.12000		52.74981		1049.44641		849.08447	
0.12500		52.78316		1056.39880		847.87531	
0.13000		52.81813		1063.40955		846.66254	
0.13500		52.85430		1070.47803		845.44904	
0.14000		52.89118		1077.60400		844.23816	
0.14500		52.92823		1084.78687		843.03302	
0.15000		52.96486		1092.02600		841.83716	
0.15500		53.00042		1099.32092		840.65387	
0.16000		53.03428		1106.67065		839.48682	
0.16500		53.06573		1114.07434		838.33935	
0.17000		53.09408		1121.53076		837.21509	
0.17500		53.11860		1129.03882		836.11731	
0.18000		53.13854		1136.59692		835.04932	
0.18500		53.15312		1144.20361		834.01404	
0.19000		53.16154		1151.85730		833.01422	
0.19500		53.16298		1159.55615		832.05206	
0.20000		53.15661		1167.29858		831.12921	
0.20500		53.14165		1175.08289		830.24676	
0.21000		53.11728		1182.90723		829.40497	
0.21500		53.08275		1190.77002		828.60346	
0.22000		53.03735		1198.66943		827.84076	
0.22500		52.98038		1206.60400		827.11493	
0.23000		52.91123		1214.57190		826.42297	
0.23500		52.82928		1222.57153		825.76141	
0.24000		52.73400		1230.60107		825.12598	
0.24500		52.62494		1238.65869		824.51215	
0.25000		52.50169		1246.74255		823.91492	
0.25500		52.36398		1254.85059		823.32922	
0.26000		52.21164		1262.98047		822.74994	
0.26500		52.04464		1271.13001		822.17200	
0.27000		51.86305		1279.29639		821.59076	
0.27500		51.66714		1287.47693		821.00171	
0.28000		51.45730		1295.66870		820.40106	
0.28500		51.23409		1303.86877		819.78546	
0.29000		50.99821		1312.07398		819.15216	
0.29500		50.75050		1320.28101		818.49927	
0.30000		50.49189		1328.48706		817.82550	
0.30500		50.22337		1336.68872		817.13049	
0.31000		49.94590		1344.88330		816.41461	
0.31500		49.66045		1353.06775		815.67926	
0.32000		49.36792		1361.23962		814.92664	
0.32500		49.06916		1369.39624		814.15979	
0.33000		48.76497		1377.53516		813.38257	
0.33500		48.45606		1385.65405		812.59949	
0.34000		48.14309		1393.75098		811.81580	
0.34500		47.82663		1401.82385		811.03693	
0.35000		47.50718		1409.87085		810.26880	
0.35500		47.18519		1417.89026		809.51721	
0.36000		46.86102		1425.88074		808.78784	
0.36500		46.53498		1433.84082		808.08582	
0.37000		46.20735		1441.76941		807.41571	
0.37500		45.87833		1449.66565		806.78131	
0.38000		45.54811		1457.52893		806.18536	
